smiles,molecular_weight,#ro5_violations,alogp,standard_value,mol,MACCS_fp,morgan_fp
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,413.43,0.0,2.88,83920.88308748312,<rdkit.Chem.rdchem.Mol object at 0x000001C9709B1DD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9570F20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618190>
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,333.45,0.0,3.93,83920.86624422121,<rdkit.Chem.rdchem.Mol object at 0x000001C9709B1E40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9570F90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618200>
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,376.47,0.0,2.78,83920.87529692061,<rdkit.Chem.rdchem.Mol object at 0x000001C9709B1EB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618270>
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,455.55,0.0,4.4,83920.89198257832,<rdkit.Chem.rdchem.Mol object at 0x000001C9709B1F20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95710B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96182E0>
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,416.13,1.0,6.45,25844.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709B1F90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618350>
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,277.27,0.0,1.15,83920.85437083028,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96183C0>
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,274.4,0.0,3.49,83920.85379408245,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF0B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618430>
O=C(O)CCNC(=O)c1ccccc1,193.2,0.0,0.89,83920.83664986068,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96184A0>
O=c1[nH]cc(F)c(=O)[nH]1,130.08,0.0,-0.8,83920.82332694998,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95712E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618510>
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,376.47,0.0,2.92,83920.87529860227,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618580>
COc1ccc(N2CCN(CCc3c(C)nc4oc(-c5ccccc5)nn4c3=O)CC2)cc1,445.52,0.0,3.03,7.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95713C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96185F0>
Cc1nc2oc(-c3ccc(Cl)cc3)nn2c(=O)c1CCN1CCN(c2ccccc2)CC1,449.94,0.0,3.68,40.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF2E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618660>
Cc1c(CC(=O)NCCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,444.53,0.0,3.04,68.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95714A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96186D0>
O=C(N[C@H]1CCC[C@@H]1COc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,453.97,1.0,5.06,84.7,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF3C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618740>
O=C(NC1CCCC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,347.85,0.0,3.76,1010.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96187B0>
COC(=O)[C@H](Cc1ccccc1)Nc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,482.93,0.0,2.83,8000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF4A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95715F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618820>
COC(=O)[C@H](Cc1ccccc1)n1cc(COc2nc(Cl)nc(N3CCOCC3)n2)nn1,459.89,1.0,1.49,200.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618890>
Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,354.41,0.0,3.87,750.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95716D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618900>
CN(Cc1ccccc1)c1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,421.44,0.0,4.2,454.5,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF5F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618970>
CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,472.09,1.0,8.01,10.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95717B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96189E0>
COc1cccc2[nH]cc(-c3cc(-c4ccccc4)oc3-c3ccccc3)c12,365.43,1.0,6.77,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF6D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618A50>
O=C(O)c1cccc(Nc2ccc(C(F)(F)F)cc2)c1,281.23,0.0,4.15,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618AC0>
NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2cccc3ccccc23)cc1,366.4,0.0,2.9,4698.94,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF7B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618B30>
C#CCSc1nc2ccccc2c(=O)n1-c1ccccc1,292.36,0.0,3.11,270.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618BA0>
C#CCSc1nc2ccccc2c(=O)n1-c1ccc(OC)cc1,322.39,0.0,3.12,440.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95719E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618C10>
COc1ccnc(Nc2nn3c(C)cc(C)nc3c2C#N)c1,294.32,0.0,2.37,1110.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571A50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618C80>
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(-c3ccc(S(C)(=O)=O)cc3)c2)cc1,456.54,0.0,3.79,2100.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571AC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618CF0>
CC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,377.51,1.0,5.43,1800.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EF9E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571B30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618D60>
CCc1ccc(/C=C2\CN(C)CC3C2=NN(c2ccccc2)C3c2ccc(CC)s2)s1,447.67,1.0,6.5,2.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFA50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571BA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618DD0>
COc1ccc(NC(=O)c2ccccc2Nc2cccc(C(F)(F)F)c2)cc1,386.37,1.0,5.71,150000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFAC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571C10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618E40>
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,341.43,0.0,0.56,83920.86788553497,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFB30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571C80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618EB0>
CC(=O)c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,384.44,0.0,1.49,1340.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFBA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571CF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618F20>
CCOC(=O)[C@H](CO)NC(=O)c1cccc(O)c1O,269.25,0.0,-0.25,2220.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFC10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571D60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9618F90>
NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1,338.41,0.0,3.87,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFC80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571DD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619040>
NC(=S)n1nc(-c2ccccc2)cc1-c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,527.65,2.0,6.74,5200.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFCF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571E40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96190B0>
O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1cccs1,371.49,0.0,3.19,920.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFD60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571EB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619120>
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,384.35,0.0,4.1,100.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFDD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571F20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619190>
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,321.97,1.0,6.2,83920.86385831735,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFE40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9571F90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619200>
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,323.42,0.0,1.63,83920.8641027601,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFEB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619270>
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,360.45,0.0,1.99,83920.87191119828,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFF20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95720B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96192E0>
O=C1c2ccccc2C(=O)C1c1ccccc1,222.24,0.0,2.85,83920.8427936165,<rdkit.Chem.rdchem.Mol object at 0x000001C9709EFF90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619350>
NCC(CC(=O)O)c1ccc(Cl)cc1,213.66,0.0,1.86,83920.84097348011,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96193C0>
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,266.39,0.0,3.02,83920.8521003204,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D60B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619430>
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,361.83,0.0,3.55,83920.87222077341,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96194A0>
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,289.38,0.0,1.93,83920.8569323956,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95722E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619510>
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.47,0.0,4.63,83920.88269543178,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619580>
CCC1(C)CC(=O)NC1=O,141.17,0.0,0.45,83920.82567919476,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95723C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96195F0>
CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c2ccccc12,595.66,2.0,7.4,700.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D62E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619660>
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,384.26,0.0,3.96,83920.87695284588,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95724A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96196D0>
COc1ccc(C2=NNC(S)C2N(CN2C(=O)/C(=C\c3nnc(-c4ccc(-c5ccc(OC)cc5)cc4)s3)c3ccccc32)C(=O)c2ccccc2)cc1,750.91,2.0,7.51,53100.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D63C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619740>
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,305.42,0.0,3.79,83920.8603351857,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96197B0>
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,250.34,0.0,3.57,83920.84872437149,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D64A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95725F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619820>
O=C(O)Cc1ccc(-c2ccccc2)cc1,212.25,0.0,2.98,83920.84068977438,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619890>
C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,456.71,1.0,7.09,40000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95726D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619900>
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,369.37,0.0,3.52,83920.87380947648,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D65F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619970>
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,475.59,2.0,-3.2,83920.89612724402,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95727B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E96199E0>
COc1cc(NC(C)CCCN)c2ncccc2c1,259.35,0.0,2.78,83920.85061374966,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D66D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619A50>
CCC(C(=O)N1CCN(c2ccccc2)CC1)n1sc2nc(C)cc(C)c2c1=O,410.54,0.0,3.37,251188.64,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619AC0>
CS(=O)(=O)c1ccc(-c2cc(Sc3ccccc3)sc2-c2ccc(F)cc2)cc1,440.59,1.0,6.78,66000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D67B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619B30>
CC(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2cccc([N+](=O)[O-])c2)C1,353.38,0.0,4.26,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619BA0>
COc1ccc(C2CC(c3ccc(F)cc3)=NN2c2ccc(C(=O)O)cc2)cc1,390.41,0.0,4.89,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95729E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619C10>
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,230.26,0.0,3.04,12400.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572A50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619C80>
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,380.49,0.0,4.47,83920.87616444024,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572AC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619CF0>
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,372.55,0.0,3.81,83920.8744831485,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D69E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572B30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619D60>
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,332.31,0.0,3.67,83920.86600084184,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6A50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572BA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619DD0>
N[C@@H](Cc1ccc(F)cc1)C(=O)O,183.18,0.0,0.78,83920.83453681317,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6AC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572C10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619E40>
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,424.5,0.0,2.57,83920.88541677431,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6B30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572C80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619EB0>
COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,301.33,0.0,3.03,83920.85946408457,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6BA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572CF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619F20>
NS(=O)(=O)c1ccc(/N=c2\scc(-c3cccs3)n2-c2ccccc2)cc1,413.55,0.0,4.15,12610.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6C10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572D60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9619F90>
Cc1cc(=O)c(Oc2ccc(Br)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,435.3,0.0,4.57,359.75,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6C80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572DD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E961A040>
CCOC(=O)Cn1nncc1CO[C@@H](C(=O)OCC)[C@@H](O)C(=O)OCC,373.36,1.0,-0.79,55000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6CF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572E40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E961A0B0>
O=C(O)[C@H](OCc1cnnn1[C@@H](Cc1ccccc1)C(=O)O)[C@@H](OCc1cnnn1[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,608.56,2.0,1.25,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6D60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572EB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E961A120>
COC(=O)[C@H](Cc1ccc(O)cc1)n1nncc1COc1ccc2ccccc2c1-c1c(OCc2cnnn2[C@@H](Cc2ccc(O)cc2)C(=O)OC)ccc2ccccc12,804.86,3.0,7.33,1500.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709D6DD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9572F20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E961A190>
