,Smiles,Molecular Weight,#RO5 Violations,AlogP,Standard Value
196,Cc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,381.43,0.0,3.91,24.0
197,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,365.39,0.0,4.44,10710.0
198,CS(=O)(=O)c1ccc(-c2ccccc2-c2ccncc2)cc1,309.39,0.0,3.82,300000.0
199,CC1(C)OC(=O)C(Oc2ncc(Cl)cc2Cl)=C1c1ccc(S(C)(=O)=O)cc1,428.29,0.0,3.92,40.0
200,CS(=O)(=O)c1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,432.8,0.0,4.2,21300.0
201,O=C(O)C1=Cc2cc(Cl)cc(-c3ccc(O)cc3)c2OC1C(F)(F)F,370.71,0.0,4.5,3480.0
202,O=S(=O)([O-])Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1.[K+],346.4,0.0,2.45,8950.0
203,CS(=O)(=O)c1ccc(-c2ccccc2N2CCCCC2)cc1,315.44,0.0,3.75,14000.0
204,CCc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,361.46,0.0,4.58,23.0
205,CS(=O)(=O)c1ccc(-c2cnnc(O)c2-c2ccccc2)cc1,326.38,0.0,2.92,5000.0
206,Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,340.4,0.0,2.52,300.0
207,C[C@H]1C[C@@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,412.49,0.0,3.78,60.0
208,C[C@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,412.49,0.0,3.78,50.0
209,CC(=O)OC(C)O/N=[N+](/[O-])c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,512.47,1.0,4.4,14400.0
210,COc1ccc(/C=C/C(=O)O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)[C@]7(C)CO)OC[C@@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1O,2324.38,6.989524368105451,16.63988906613634,6700.0
211,COc1ccc(/C=C/C(=O)O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)[C@]7(C)CO)OC[C@@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@H]2O)cc1O,1853.96,5.372615208904447,13.5164903430251,7800.0
212,COc1ccc(/C=C/C(=O)O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@]8(C)[C@H]9CC=C%10[C@@H]%11CC(C)(C)CC[C@]%11(C(=O)O[C@@H]%11O[C@H](CO[C@@H]%12O[C@H](CO)[C@@H](O[C@@H]%13O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%13O)[C@H](O)[C@H]%12O)[C@@H](O)[C@H](O)[C@H]%11O)CC[C@@]%10(C)[C@]9(C)CC[C@H]8C7(C)C)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@H]2O)cc1O,1837.96,5.317620234823998,13.410255951878533,7600.0
213,COc1ccc(/C=C/C(=O)O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)[C@]7(C)CO)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1O,2162.24,6.4322263777542315,15.563351906374756,9000.0
214,COc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,326.38,0.0,4.29,910.0
215,c1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,296.35,0.0,4.28,410.0
216,c1ccc(Oc2ccc(Nc3nc(-c4ccccc4)cs3)cc2)cc1,344.44,1.0,6.35,5000.0
217,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@H]3OCC(O)(CO)[C@@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O,756.71,3.0,-2.55,490000.0
218,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(CCC(=O)O1)[C@@]2(C)O,280.32,0.0,1.34,4600.0
219,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,296.15,0.0,4.74,11.0
220,COc1ccc(/C=C/C(=O)c2nn(-c3ccc(Cl)cc3)c(C)c2C(=O)/C=C/c2ccc(OC)cc2)cc1,512.99,2.0,6.64,300.0
221,Cc1cccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c1,381.38,0.0,3.51,110.0
222,CC1(C)OC(=O)C(Oc2ncnc3ccccc23)=C1c1ccc(S(C)(=O)=O)cc1,410.45,0.0,3.16,1700.0
223,COc1cc(-c2oc(C)nc2C2CCCCC2)ccc1S(N)(=O)=O,350.44,0.0,3.35,100000.0
224,Cc1sc2nc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2c1C,382.51,0.0,4.75,5000.0
225,CC1(C)OC(=O)C(c2cccc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,360.41,0.0,3.48,40.0
226,Cc1ccnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn12,381.43,0.0,3.91,12.0
227,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2CCN(CCCCO[N+](=O)[O-])CC2)cc1,491.49,0.0,2.71,16800.0
228,CC1(O)OC(=O)C(c2ccc(O)cc2)=C1c1ccc(S(C)(=O)=O)cc1,360.39,0.0,1.97,5000.0
229,CS(=O)(=O)c1ccc(-c2c(Br)ncn2-c2ccc(F)cc2)cc1,395.25,0.0,3.84,10000.0
230,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)c(F)cc2CS3)cc1,447.41,0.0,4.09,6.0
231,Cc1c(CC(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,387.43,0.0,3.62,17000.0
232,CC1(C)OC(=O)C(Oc2ccncc2)=C1c1ccc(S(C)(=O)=O)cc1,359.4,0.0,2.61,270.0
233,CCc1ccc(Nc2cnccc2NS(C)(=O)=O)cc1,291.38,0.0,2.76,8150.0
234,O=S(=O)(Nc1ccncc1NC1CCCC1)C(F)(F)F,309.31,0.0,2.7,3740.0
235,CC1(O)OC(=O)C(c2cccc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,362.38,0.0,2.41,250.0
236,Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,357.41,0.0,3.81,3230.0
237,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,393.37,0.0,2.82,46800.0
238,CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(Cl)cc2)cc1,342.85,1.0,5.08,141.25
239,CC1(O)OC(=O)C(c2ccc3ccccc3c2)=C1c1ccc(S(C)(=O)=O)cc1,394.45,0.0,3.42,450.0
240,Cc1cc(C)cc(-c2ccc(C(C)C(=O)O)cc2F)c1,272.32,0.0,4.3,19000.0
241,CS(=O)(=O)c1ccc(-c2nn(CC(=O)Nc3ccccc3)c(C(F)(F)F)c2-c2ccc(F)cc2)cc1,517.5,2.0,5.42,480.0
242,CC1(O)OC(=O)C(c2ccc(Cl)cc2)=C1c1ccc(S(C)(=O)=O)cc1,378.83,0.0,2.92,110.0
243,CC(C(=O)OCC(CO[N+](=O)[O-])O[N+](=O)[O-])c1ccc(C(=O)c2cccs2)cc1,424.39,0.0,2.41,2700.0
244,Cc1noc2c(Cc3ccccc3)nn(Cc3nnc(Nc4ccccc4)s3)c(=O)c12,430.49,0.0,3.93,10900.0
245,Cc1noc2c(Cc3ccc([N+](=O)[O-])cc3)nn(Cc3nnc(Nc4ccccc4)s3)c(=O)c12,475.49,1.0,3.84,100000.0
246,CCc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,352.43,0.0,3.74,120.0
247,COc1ccc2c(c1)c(Cc1nc(-c3csc4ccccc34)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,529.09,2.0,8.23,1.0
248,CC(C(=O)O)c1cc(/C=C/S(C)(=O)=O)cc(C(=O)c2ccccc2)c1,358.42,0.0,3.12,9700.0
249,CCn1nc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F,413.4,0.0,4.04,33.0
250,Cc1c(C(O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,427.42,0.0,4.59,1440.0
251,Cc1c(COc2cccc(Cl)c2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,469.97,1.0,6.23,80.0
252,CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CC3(CC3)C2)cc1,392.44,1.0,5.59,2.0
253,O=S(=O)(Nc1ccncc1Nc1ccc(Cl)cc1)C(F)(F)F,351.74,0.0,3.74,410.0
254,NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1,319.32,0.0,1.12,56000.0
255,Cc1c(C(Oc2cccc(Cl)c2)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,537.96,2.0,7.33,100000.0
256,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,473.45,1.0,-0.73,83920.89569965414
257,Cc1ccc(-c2ccc(F)cc2)n1-c1ccc([S+](C)[O-])cc1,313.4,0.0,4.33,83920.86202346606
258,COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccc(Br)cc1,388.26,0.0,4.4,2500.0
259,NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccccc2)cc1,333.8,0.0,2.84,9.0
260,COc1ccc(CN2CCNCC2)c(OC)c1OC,266.34,0.0,1.12,83920.8520669602
261,COC(=O)c1ccc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)c1,366.44,0.0,4.21,48000.0
262,CCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CCN2C,315.5,1.0,5.47,300.0
263,Cc1ccnc(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)c1,312.3,0.0,2.87,9.81
264,CS(=O)(=O)c1ccc(-c2cc(N)sc2-c2ccc(F)cc2)cc1.Cl,383.9,0.0,4.21,3000.0
265,COCCNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,353.25,0.0,4.42,3000.0
266,Cc1ccc(S(=O)(=O)NC(=O)c2cncc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1,473.53,0.0,1.94,8500.0
267,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,425.92,0.0,3.35,83920.88572541019
268,CN(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,410.42,0.0,3.27,4.7
269,CS(=O)(=O)c1cccc(-n2cccc2-c2ccc(F)cc2)c1,315.37,0.0,3.69,100000.0
270,Oc1ccc(OCc2ccccc2)cc1,200.24,0.0,2.97,3726.0
271,CCCCCCC[S+]([O-])c1ccccc1OC(C)=O,282.4,0.0,3.69,40000.0
272,CC(=O)Oc1ccccc1SCCCCC(=O)O,268.33,0.0,2.96,50000.0
273,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,444.49,1.0,-0.14,83920.88960338879
274,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1,372.39,0.0,4.02,467.74
275,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cccc(Cl)c2Cl)cc1,401.7,0.0,4.9,6.0
276,COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CC(C)(C)CC1=O,417.91,0.0,4.7,880.0
277,CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(F)cc1,360.41,0.0,2.93,19630.0
278,CCOC(=O)C1=C(N)n2c(=O)c3ncccc3c(=O)n2C1c1ccccc1O,380.36,0.0,0.56,20.1
279,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,764.95,2.0,3.25,83920.9571876644
280,COc1ccc2c(c1)c(CCOC(=O)c1ccc(Cl)cc1)c(C)n2Cc1ccc(Br)cc1,512.83,2.0,6.82,50.0
281,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,424.09,1.0,5.46,83920.88537133271
282,O=C(O)c1ccccc1,122.12,0.0,1.38,83920.82167555705
283,CNc1nnc(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)s1,413.42,1.0,2.13,6000.0
284,CCn1c(Cn2nc(Cc3ccccc3)c3onc(C)c3c2=O)n[nH]c1=S,382.45,0.0,2.61,6100.0
285,COc1ccc(C2CC(c3ccc(OC)c(OC)c3)=NN2c2ccc(C(=O)O)cc2)cc1,432.48,0.0,4.77,100000.0
286,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccccc2)C1,322.41,0.0,4.74,100000.0
287,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CC3(CC3)C2)cc1,361.41,0.0,4.1,3.0
288,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccnc1,341.19,0.0,1.96,4900.0
289,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCCC3)C2)cc1,370.49,1.0,5.49,62.0
290,COc1c(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F,432.37,0.0,4.25,169.82
291,NNc1nncc2ccccc12,160.18,0.0,0.92,83920.82969121911
292,CCCCC(Sc1nc(OCCc2ccccc2)cc(OCCc2ccccc2)n1)C(=O)O,466.6,1.0,5.46,40000.0
293,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69,1.0,5.8,83920.87643956936
294,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.28,0.0,1.18,83920.84362499112
295,CCOC(=O)[C@H](O)[C@@H](OCc1cnnn1[C@@H](Cc1ccc(O)cc1)C(=O)OC)C(=O)OCC,465.46,1.0,0.31,35000.0
296,O=C1NC(=O)C(=Cc2cn(C[C@H](O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)c3ccccc23)C(=O)N1,565.54,1.0,3.31,1.0
297,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2F)cc1,352.32,0.0,2.02,2300.0
298,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,334.17,0.0,2.89,4.803
299,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2Cl)cc1,401.8,0.0,3.86,56.0
300,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(C)c1,395.41,0.0,3.82,120.0
301,COc1ccc(-c2sncc2-c2ccc(Cl)cc2)cc1,301.8,1.0,5.14,50000.0
302,CS(=O)(=O)c1ccc(-c2ssc(=S)c2-c2ccccc2)cc1,364.54,1.0,5.28,50000.0
303,CC(=O)Nc1ccc(O)cc1,151.16,0.0,1.35,141000.0
304,CCCCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,407.97,1.0,6.01,10.0
305,CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(C(F)(F)F)cc1,410.42,0.0,3.81,19830.0
306,c1ccc(Oc2ccc(Nc3nc(-c4ccc(C5CCCCC5)cc4)cs3)cc2)cc1,426.59,1.0,8.39,83920.88593340541
307,CC(=O)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C,280.31,0.0,0.43,110.0
308,COc1ccc(Nc2c(-c3ccc(S(C)(=O)=O)cc3)nc3ccccn23)cc1,393.47,0.0,4.16,2800.0
309,c1cc(-c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)[nH]n1,408.47,0.0,1.68,1720.0
310,CN(C)/C=C/C(=O)c1ccc(Nc2nc(N3CCCCC3)nc(N3CCCCC3)n2)cc1,435.58,0.0,3.85,1760.0
311,CS(=O)(=O)c1ccc(-c2cnn(C3CC3)c(=O)c2-c2ccc(F)cc2)cc1,384.43,0.0,3.45,110.0
312,CCOc1ccc(-c2nn3nc(S(C)(=O)=O)ccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1,472.55,0.0,2.51,264.0
313,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccccc2F)cc1,565.97,1.0,3.85,470.0
314,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc(F)cc2)cc1,565.97,1.0,3.85,170.0
315,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc(C(F)(F)F)cc2)cc1,615.98,1.0,4.73,90.0
316,CS(=O)(=O)Nc1cc2c(cc1Sc1ccncc1)C(=O)CC2,334.42,0.0,2.73,1000.0
317,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc3ccccc23)cc1Cl,412.89,1.0,5.83,100.0
318,CC(C)=CCC12Oc3cc(O)ccc3C1(O)Oc1cc(O)c([C@H]3C=C(C)C[C@@H](c4ccc(O)cc4O)[C@@H]3C(=O)c3ccc(O)cc3O)c(O)c1C2=O,708.72,4.0,6.25,73000.0
319,CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(F)cc1)C(=O)CC2,351.42,0.0,3.48,1000.0
320,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,379.89,1.0,5.68,370.0
321,Cc1cnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn2c1,381.43,0.0,3.91,267.0
322,CCOC(=O)[C@H](OCc1cnnn1[C@@H](CO)C(=O)OC)[C@@H](OCc1cnnn1[C@@H](CO)C(=O)OC)C(=O)OCC,572.53,2.0,-2.12,400.0
323,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(O)c2-c2ccccc2)cc1,383.35,0.0,2.91,3580.0
324,CS(=O)(=O)c1ccc(-c2cc(C(=O)O)ccc2-c2ccccc2)cc1,352.41,0.0,4.12,300000.0
325,COC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,310.18,0.0,4.83,4000.0
326,CC(=O)Oc1ccccc1C(=O)OCCn1c2ccccc2c(=O)c2ccccc21,401.42,0.0,3.94,21200.0
327,CC(=O)n1nc(-c2ccc(Cl)cc2)cc1-c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,545.04,2.0,7.96,2790.0
328,Cc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,384.24,1.0,5.44,26.0
329,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1C,372.44,1.0,5.32,22.91
330,CC(C)(C)c1cc(-c2csc(N=C(N)N)n2)cc2c1OCC2(C)C,344.48,0.0,3.68,9000.0
331,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3ncccc23)cc1,367.41,0.0,3.61,39.0
332,CC(C)(C)c1cc(-c2nnc(NN)s2)cc(C(C)(C)C)c1O,320.46,0.0,3.79,1300.0
333,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cc(F)cc(F)c2)cc1,391.42,0.0,3.81,80.0
334,O=C(NCCc1c[nH]c2ccccc12)c1cc(Cl)ccc1O,314.77,0.0,3.5,40000.0
335,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCOCC3)n2)cc1,390.83,0.0,1.47,100000.0
336,COc1ccc(Nc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,426.86,0.0,3.38,6000.0
337,[N-]=[N+]=NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,390.79,0.0,2.32,75000.0
338,O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)c1ccccc1F,486.89,0.0,2.58,70000.0
339,COC(=O)C(N)Cc1ccc(Oc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,498.93,0.0,2.47,600.0
340,COc1ccc(-c2nc3cc(NC(=O)c4ccccc4C)ccc3o2)cc1OC,388.42,1.0,5.07,4840.0
341,COc1ccc(-c2nc3cc(NC(=O)c4ccc([N+](=O)[O-])cc4)ccc3o2)cc1OC,419.39,0.0,4.67,160.0
342,COc1cc(OC)cc(C(=O)Nc2ccc3oc(-c4ccc(OC)c(OC)c4)nc3c2)c1,434.45,0.0,4.78,440.0
343,Cc1cc(=O)c(-c2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,392.84,0.0,4.48,2050.0
344,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCCO3)cc1,402.42,0.0,4.47,338.84
345,CC(C)Oc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,425.49,0.0,4.39,57.0
346,Cc1ccc2c(c1)nc(CCN1C(=O)c3cccc4cccc(c34)C1=O)n2-c1ccncc1,432.48,0.0,4.72,10000.0
347,COc1ccc(-c2noc(N)c2-c2ccc(OC)cc2)cc1,296.33,0.0,3.61,50000.0
348,Cc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,499.59,0.0,2.68,83920.90124339708
349,Cc1cc(C)c2c(=O)n(CCCC(=O)N3CCN(c4ccccc4)CC3)sc2n1,410.54,0.0,3.2,389045.14
350,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)c(CO)c2)cc1,426.42,0.0,3.46,3200.0
351,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,612.64,3.0,-3.88,83920.92500876858
352,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,301.39,0.0,2.96,83920.8594758888
353,CC(=O)Nc1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)ns1,347.48,0.0,4.46,20000.0
354,CC(C)Cc1ccc(C(C)C(=O)O)cc1,206.28,0.0,3.07,1100.0
355,C/C(=C/CC/C(C)=C/CC[C@]1(C(=O)O)CC(=O)c2cc(O)ccc2O1)C(=O)O,388.42,0.0,3.72,1050.0
356,C/C(=C/CC/C(C)=C/CC/C(=C/C(=O)c1cc(O)ccc1O)C(=O)O)CO,374.43,0.0,3.74,3470.0
357,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,314.37,0.0,2.96,5.0
358,O=C(O)Cc1ccccc1-c1ccn(C(F)F)c(=O)c1,279.24,0.0,2.54,860.0
359,[2H]C([2H])([18F])Oc1nc(-c2ccc(OC)cc2)n(-c2ccc(OC)cc2)n1,330.35,0.0,3.26,840.0
360,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.57,0.0,4.59,83920.88419128425
361,CS(=O)(=O)Nc1ccncc1NC1CCCCC1.Cl.O,323.85,0.0,2.2,2440.0
362,CCOC(=O)[C@H](O)[C@@H](OCc1cnnn1[C@@H](CO)C(=O)OC)C(=O)OCC,389.36,1.0,-1.64,40000.0
363,CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3ccccc3c2)cc1,418.44,1.0,5.11,17810.0
364,CN(C)CCC=C1c2ccccc2COc2ccccc21,279.38,0.0,3.96,83920.85484926861
365,COC(=O)c1ccccc1O,152.15,0.0,1.18,83920.82800201073
366,NC(=O)c1cccnc1,122.13,0.0,0.18,83920.82166325026
367,CS(=O)(=O)c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,420.33,0.0,2.77,1800.0
368,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,340.46,0.0,4.06,83920.8677231481
369,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,310.39,0.0,4.4,83920.86138994603
370,CCOC(=O)CCc1cc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,432.54,1.0,5.12,130000.0
371,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Cl)c2)cc1,401.8,0.0,3.86,7.943
